24  -1.70827e-05 -2.25225e-05 -2.80309e-05 -3.36093e-05 -3.9259e-05 -4.49813e-05 -5.07778e-05 -5.66498e-05 -6.25989e-05 -6.86265e-05 -7.47342e-05 -8.09237e-05 -8.71966e-05 -9.35545e-05 -9.99993e-05 -0.000106533 -0.000113156 -0.000119873 -0.000126683 -0.00013359 -0.000140595 -0.000147701 -0.000154909 -0.000162222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25  -1.91958e-05 -2.47888e-05 -3.04555e-05 -3.61972e-05 -4.20154e-05 -4.79117e-05 -5.38877e-05 -5.99449e-05 -6.60851e-05 -7.231e-05 -7.86213e-05 -8.50209e-05 -9.15106e-05 -9.80923e-05 -0.000104768 -0.00011154 -0.00011841 -0.00012538 -0.000132452 -0.00013963 -0.000146914 -0.000154308 -0.000161814 -0.000169434 -0.000177172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26  -2.13088e-05 -2.70564e-05 -3.28826e-05 -3.87892e-05 -4.47777e-05 -5.08499e-05 -5.70076e-05 -6.32526e-05 -6.95867e-05 -7.60119e-05 -8.25301e-05 -8.91434e-05 -9.58538e-05 -0.000102664 -0.000109575 -0.00011659 -0.000123712 -0.000130942 -0.000138283 -0.000145738 -0.000153309 -0.000160999 -0.000168812 -0.000176749 -0.000184814 -0.00019301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27  -2.34218e-05 -2.93251e-05 -3.53123e-05 -4.13853e-05 -4.7546e-05 -5.37961e-05 -6.01377e-05 -6.65729e-05 -7.31037e-05 -7.97322e-05 -8.64606e-05 -9.32913e-05 -0.000100227 -0.000107269 -0.000114421 -0.000121685 -0.000129063 -0.000136559 -0.000144176 -0.000151915 -0.000159781 -0.000167776 -0.000175904 -0.000184167 -0.00019257 -0.000201116 -0.000209809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28  -2.55348e-05 -3.1595e-05 -3.77446e-05 -4.39856e-05 -5.03201e-05 -5.67502e-05 -6.32781e-05 -6.99059e-05 -7.66362e-05 -8.34711e-05 -9.04132e-05 -9.74651e-05 -0.000104629 -0.000111909 -0.000119306 -0.000126824 -0.000134465 -0.000142234 -0.000150132 -0.000158163 -0.000166332 -0.00017464 -0.000183093 -0.000191693 -0.000200444 -0.000209351 -0.000218418 -0.000227648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29  -2.76478e-05 -3.38661e-05 -4.01794e-05 -4.659e-05 -5.31002e-05 -5.97123e-05 -6.64286e-05 -7.32518e-05 -8.01843e-05 -8.72288e-05 -9.4388e-05 -0.000101665 -0.000109062 -0.000116583 -0.00012423 -0.000132008 -0.000139918 -0.000147965 -0.000156153 -0.000164484 -0.000172963 -0.000181593 -0.00019038 -0.000199326 -0.000208437 -0.000217717 -0.000227171 -0.000236804 -0.00024662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30  -2.97609e-05 -3.61384e-05 -4.26168e-05 -4.91986e-05 -5.58863e-05 -6.26823e-05 -6.95895e-05 -7.66104e-05 -8.37481e-05 -9.10053e-05 -9.83852e-05 -0.000105891 -0.000113525 -0.000121292 -0.000129195 -0.000137237 -0.000145423 -0.000153755 -0.000162239 -0.000170877 -0.000179675 -0.000188637 -0.000197767 -0.000207071 -0.000216553 -0.000226219 -0.000236073 -0.000246122 -0.000256371 -0.000266826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31  -3.18739e-05 -3.84118e-05 -4.50568e-05 -5.18113e-05 -5.86783e-05 -6.56604e-05 -7.27607e-05 -7.99821e-05 -8.73277e-05 -9.48009e-05 -0.000102405 -0.000110143 -0.00011802 -0.000126037 -0.000134201 -0.000142514 -0.00015098 -0.000159605 -0.000168391 -0.000177345 -0.000186471 -0.000195773 -0.000205258 -0.000214929 -0.000224794 -0.000234858 -0.000245127 -0.000255606 -0.000266304 -0.000277226 -0.000288381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32  -3.39869e-05 -4.06865e-05 -4.74993e-05 -5.44283e-05 -6.14763e-05 -6.86466e-05 -7.59423e-05 -8.33667e-05 -9.09233e-05 -9.86157e-05 -0.000106447 -0.000114422 -0.000122545 -0.000130818 -0.000139248 -0.000147837 -0.000156591 -0.000165514 -0.000174612 -0.000183889 -0.000193351 -0.000203004 -0.000212853 -0.000222904 -0.000233164 -0.000243639 -0.000254336 -0.000265263 -0.000276426 -0.000287834 -0.000299494 -0.000311415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33  -3.60999e-05 -4.29624e-05 -4.99444e-05 -5.70494e-05 -6.42804e-05 -7.16409e-05 -7.91344e-05 -8.67645e-05 -9.4535e-05 -0.00010245 -0.000110513 -0.000118729 -0.000127101 -0.000135636 -0.000144336 -0.000153207 -0.000162255 -0.000171484 -0.000180901 -0.00019051 -0.000200317 -0.00021033 -0.000220554 -0.000230997 -0.000241665 -0.000252565 -0.000263706 -0.000275095 -0.000286741 -0.000298653 -0.00031084 -0.000323311 -0.000336076 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34  -3.82129e-05 -4.52394e-05 -5.23922e-05 -5.96747e-05 -6.70905e-05 -7.46433e-05 -8.23369e-05 -9.01754e-05 -9.81627e-05 -0.000106303 -0.000114602 -0.000123062 -0.00013169 -0.00014049 -0.000149467 -0.000158626 -0.000167975 -0.000177517 -0.00018726 -0.000197209 -0.000207372 -0.000217755 -0.000228366 -0.000239211 -0.0002503 -0.00026164 -0.00027324 -0.000285109 -0.000297256 -0.000309692 -0.000322426 -0.00033547 -0.000348835 -0.000362533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35  -4.0326e-05 -4.75176e-05 -5.48425e-05 -6.23042e-05 -6.99066e-05 -7.76539e-05 -8.555e-05 -9.35995e-05 -0.000101807 -0.000110176 -0.000118714 -0.000127423 -0.00013631 -0.000145381 -0.00015464 -0.000164094 -0.00017375 -0.000183612 -0.00019369 -0.000203988 -0.000214516 -0.00022528 -0.000236288 -0.00024755 -0.000259073 -0.000270867 -0.000282943 -0.000295309 -0.000307976 -0.000320956 -0.000334261 -0.000347902 -0.000361893 -0.000376247 -0.000390979 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36  -4.2439e-05 -4.97971e-05 -5.72954e-05 -6.49379e-05 -7.27289e-05 -8.06726e-05 -8.87738e-05 -9.7037e-05 -0.000105467 -0.000114069 -0.000122849 -0.000131812 -0.000140963 -0.000150309 -0.000159857 -0.000169612 -0.000179581 -0.000189772 -0.000200192 -0.000210849 -0.000221751 -0.000232907 -0.000244325 -0.000256015 -0.000267987 -0.000280251 -0.000292818 -0.0003057 -0.000318907 -0.000332453 -0.000346352 -0.000360616 -0.000375261 -0.000390302 -0.000405755 -0.000421637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37  -4.4552e-05 -5.20777e-05 -5.97509e-05 -6.75758e-05 -7.55572e-05 -8.36996e-05 -9.20081e-05 -0.000100488 -0.000109144 -0.000117982 -0.000127008 -0.000136229 -0.000145649 -0.000155276 -0.000165117 -0.000175179 -0.00018547 -0.000195996 -0.000206768 -0.000217792 -0.000229079 -0.000240638 -0.000252478 -0.00026461 -0.000277045 -0.000289795 -0.000302872 -0.000316287 -0.000330056 -0.000344191 -0.000358707 -0.000373622 -0.000388949 -0.000404709 -0.000420918 -0.000437596 -0.000454764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
38  -4.6665e-05 -5.43595e-05 -6.22089e-05 -7.0218e-05 -7.83916e-05 -8.67349e-05 -9.52532e-05 -0.000103952 -0.000112837 -0.000121915 -0.000131192 -0.000140674 -0.000150368 -0.000160281 -0.000170422 -0.000180798 -0.000191416 -0.000202287 -0.000213418 -0.00022482 -0.000236502 -0.000248475 -0.00026075 -0.000273338 -0.000286252 -0.000299504 -0.000313108 -0.000327077 -0.000341428 -0.000356176 -0.000371337 -0.000386929 -0.00040297 -0.000419482 -0.000436483 -0.000453998 -0.000472048 -0.000490659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39  -4.8778e-05 -5.66426e-05 -6.46697e-05 -7.28644e-05 -8.12322e-05 -8.97785e-05 -9.85091e-05 -0.00010743 -0.000116548 -0.000125868 -0.000135399 -0.000145147 -0.00015512 -0.000165326 -0.000175772 -0.000186468 -0.000197422 -0.000208645 -0.000220145 -0.000231934 -0.000244022 -0.000256421 -0.000269144 -0.000282202 -0.00029561 -0.000309381 -0.000323531 -0.000338076 -0.000353031 -0.000368416 -0.000384248 -0.000400548 -0.000417336 -0.000434635 -0.000452468 -0.000470861 -0.00048984 -0.000509434 -0.000529673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40  -5.08911e-05 -5.89268e-05 -6.7133e-05 -7.55151e-05 -8.40789e-05 -9.28304e-05 -0.000101776 -0.000110922 -0.000120275 -0.000129842 -0.000139631 -0.00014965 -0.000159906 -0.000170409 -0.000181167 -0.00019219 -0.000203488 -0.00021507 -0.000226949 -0.000239135 -0.00025164 -0.000264478 -0.000277662 -0.000291205 -0.000305123 -0.000319432 -0.000334148 -0.000349288 -0.000364873 -0.00038092 -0.000397452 -0.000414491 -0.00043206 -0.000450184 -0.00046889 -0.000488206 -0.000508164 -0.000528795 -0.000550134 -0.000572219 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41  -5.30041e-05 -6.12122e-05 -6.95989e-05 -7.81701e-05 -8.69319e-05 -9.58907e-05 -0.000105053 -0.000114427 -0.000124018 -0.000133836 -0.000143888 -0.000154181 -0.000164727 -0.000175533 -0.000186609 -0.000197966 -0.000209614 -0.000221565 -0.000233831 -0.000246425 -0.000259359 -0.000272648 -0.000286307 -0.00030035 -0.000314796 -0.00032966 -0.000344962 -0.000360722 -0.000376959 -0.000393697 -0.000410959 -0.000428769 -0.000447154 -0.000466143 -0.000485766 -0.000506054 -0.000527044 -0.00054877 -0.000571274 -0.000594597 -0.000618785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
